구분,유저/ 질문,챗봇/대답
상세정보(바다),울산 슬도 궁금,"다리 중간에 울산 태화강 상류에 있는 반구대 암각화에서 모티브를 얻은 높이 11m의 모든 사람의 안녕과 행복을 기원해주는 고래 조형물이 서 있어요.
고래 조형물을 지나고 다리가 끝나는 섬 중간 지점에 이 섬을 지키는 무인등대가 우뚝 솟아 있고
등대 가까이 가면 드라마 '메이퀸' 촬영지로 안내되어 있기도 한답니다."
상세정보(바다),울산 주전몽돌해변 궁금,"주전몽돌해변은 울산 캠핑장 및 차박이 가능한 해변으로도 소문나 있는데요.
주전몽돌해변은 해안도로 따라 예쁜 상점도 많고 바다에 있는 암석이 형형색색 아름다워요, 그리고!! 몽돌 퀄리티가 국내 최고급입니다! 그리고 도로가 매우 깔끔하고 주차비가 무료이기도 하죠.. 아름다운 풍경이 생각나신다면 주전몽돌해변으로 오세요~~!"
상세정보(바다),울산 나사 해수욕장 궁금,어린아이들 체험학습에 좋아요. 분위기에 걸맞은 벽화들이 마을 곳곳에 위치해 있으며 특히 이국적인 등대를 자랑하는 곳입니다.
상세정보(바다),울산 강동몽돌해변 궁금,"산과 바다를 끼고 이어지는 국도는 드라이브 코스로 으뜸이며 주변에 볼만한 곳들도 많아 늘 겨울 바다를 보고 싶어하는 사람들에게 겨울 관광지로 많은 인기를 얻고 있어요,
이곳 특유의 멸치회 별미를 맛볼 기회를 제공하여 주기도 한답니다."
상세정보(바다),울산 솔개해수욕장 궁금,"솔개해수욕장은 아주 고운 모래를 가지고 있는 아담하고 작은 해변이에요,
인파가 몰려 북적이는 것보단 한적하고 느긋한 분위기를 좋아하시는 분들에게 추천드려요.
해변 크기에 비해 모래사장의 면적이 꽤 커 바다와 해변의 전체적인 비율이 이상적이고, 아주 아름답게 보이죠."
상세정보(바다),울산 정자바닷가 궁금,"울산 정자 바닷가는 가지각색의 몽돌,틈틈이 있는 모래사장이 어울려 경치가 좋아요, 
해변이 매우 넓고 해변이 푸른 옥색이라 파도가 시원시원해요,
그리고 정자바다는 취사가 가능한 해수욕장이라 캠핑이 가능한 바닷가이기도 해요!"
,,
상세정보 (계곡),울산 작천정 계곡 궁금,작천정 계곡은 좌우에 우람하고도 기괴한 암석들이 크고 작게 자리 잡고 있어 장관을 이루고 있어요. 여기서 세수하고 손발을 담그고 있으면 아무리 더운 날에도 곹 더위가 삭 가시고 만답니다.
상세정보 (계곡),울산 작천정계곡 궁금,작천정 계곡은 좌우에 우람하고도 기괴한 암석들이 크고 작게 자리 잡고 있어 장관을 이루고 있어요. 여기서 세수하고 손발을 담그고 있으면 아무리 더운 날에도 곹 더위가 삭 가시고 만답니다.
상세정보 (계곡),울산 석남사 계곡 궁금,천전리 각석과 반구대 암각화가 자리 잡은 대곡천과 사연호 주변은 상수원 보호구역으로 접근하기에 쉽지 않은 반면에 석남사 계곡은 태화강 상류에서 피서와 유적답사까지 곁들일 수 있는 곳이에요.
상세정보 (계곡),울산 석남사계곡 궁금,천전리 각석과 반구대 암각화가 자리 잡은 대곡천과 사연호 주변은 상수원 보호구역으로 접근하기에 쉽지 않은 반면에 석남사 계곡은 태화강 상류에서 피서와 유적답사까지 곁들일 수 있는 곳이에요.
상세정보 (계곡),울산 배내골 궁금,배내골은 영남 알프스의 고봉들이 감싸고 있으며 산자락을 타고 흘러내리는 맑은 계류들이 모여 한 폭의 그림을 연상케 하는 곳이에요.
상세정보 (계곡),울산 철구소 궁금,"계곡물이 맑아 1급수에서 서식하는 산가지와 탱가리, 메기, 가재, 소라 등이 서식하는 곳 중 하나로 부산과 울산 여름 휴가지로 조용한 곳을 찾는 사람들에게 인기가 높은 곳이에요. 여름철 물놀이 장소로 이름나 있지만, 수심 5.5m로 깊은 편이어서 주변에 튜브와 구명조끼를 대여해 주는 곳이 있으며 안전요원도 배치되어 있어요."
,,
상세정보(박물관),울산 대곡박물관 궁금,"매년 지역사를 조명하는 학술회의, 특별전을 개최하고 있으며 시민이 언제든 볼 수 있는 전시도록과 학술 자료집을 발간하는 일도 하는데요. 그 외 연중 세시풍속 행상, 고고학 체험교실, 역사 강좌 등 다양한 프로그램이 운영되고 있어 많은 분들이 방문하는 곳입니다. "
상세정보(박물관),울산박물관 궁금,"울산 박물관은 선사 시대부터 현대까지 울산의 문화와 역사를 보여주기 위해 만들어졌어. 어린이들이 좋아하고, 배울 수 있는 공간이 많아."
상세정보(박물관),울산과학관 궁금,"전 연령을 위한 전시관과, 연령별 체험교실을 운영하고 있어. 가족이 같이 오기 좋아요. "
상세정보(박물관),울산 세계파충류체험박물관 궁금,"폐교를 활용한 장소라는 것이 특별하고, 여러 종류의 파충류 뿐만 아니라 시각차를 이용한 사진을 찍을 수 있는 트릭아트뮤지엄도 함께 있어 다양한 즐길거리가 있어요."
,,
상세정보(공원),울산 대왕암 공원 궁금,"대왕암 공원에는 출렁다리,대왕암공원캠핑장,슬도,울기등대,송립,미르놀이터,소리체험관 등 많은 즐길 거리가 있어요! "
상세정보(공원),울산 태화강 국가정원 궁금,"태화강 공원에는 십리대숲, 은하수길 , 초화원 , 무지개정원, VR투어 등 공기좋고 , 경치좋은 공원이고 봄꽃 축제등 다양한 축제들도 열린답니다!"
상세정보(공원),울산 울산대공원 궁금,"울산 대공원에는 동물원,자원식물원,물놀이장, 숲속오솔길, 가족문화센터 , 뜀동산 , 사계절 꽃밭, 옥외공연장 등등등 대공원이라는 이름에 걸맞게 매우매우 다양한 즐길 거리들이 있답니다~"
상세정보(공원),울산 학성공원 궁금,"학성공원내에는 봄 편지 노래비, 충혼비가 있어요, 공원 위에는 배드민턴 장이 있고 어린이 놀이터와 매점이 있으며 공원의 허리를 빙 둘러 산책로가 만들어져 있어요.
봄에 벚꽃이 만개하면 풍경이 매우 아름워 데이트 코스로 인기가 높고, 가을에는 단풍나무잎이 떨어져 쌓여 또 다른 정취를 뿜어내기도 하죠."
상세정보(공원),울산 공룡발자국공원 궁금,"공룡발자국공원은 자연과 어우러진 넓은 부지에 산책로와 휴게 공간이 있어요,
입구엔 공룡 뼈 모양의 게이트와 공룡 발자국 모형, 산책로를 따라 가다보면 공원 곳곳에 티라노 사우르스,타르보사우르스 등 총 4마리의 공룡 모형이 있답니다,"
상세정보(공원),울산 십리대밭 궁금,"임도가산 위에는  끝없이 펼쳐진 평원이 온통 억새로 뒤덮여 있어요,
해발 900m 고개에 억새바다가 하늘과 맞닿아 있고 ,햇살과 바람이 은빛 물결을 일으키며 황홀한 풍경을 연출해요."
,,
상세정보(유적지),울산 울주 천전리 각석 궁금,"태화강 물줄기인 대곡천 중류의 기슭에 각종 도형과 글, 그림이 새겨진 암석으로, 아래 · 위 2단으로 나누어 서로 다른 내용이 다른 기법으로 표현되어 있으며, 전체적으로 조각이 가득해요,
 어느 특정 시대를 대표한다기보다 여러 시대의 모습을 담고 있어 더욱 의미가 깊은 유적이에요."
상세정보(유적지),울산 울주 언양읍성 궁금,"언양읍성은 전국의 중요 읍성이 만들어지기 시작하던 14∼15세기의 축조방법을 보여주는 것으로서, 고려 말기부터 조선 초기에 나타나는 축성법 변천 모습을 잘 보여주는 중요한 자료에요,
"
상세정보(유적지),울산 반구대 암각화 궁금,"사냥하는 장면은 탈을 쓴 무당, 짐승을 사냥하는 사냥꾼, 배를 타고 고래를 잡는 어부 등의 모습등이 묘사되어있어요 , 선과 점을 이용하여 동물과 사냥장면을 생명력있게 표현하고 사물의 특징을 실감나게 묘사한 미술작품으로 사냥미술인 동시에 종교미술로서 선사시대 사람의 생활과 풍습을 알 수 있는 최고 걸작품으로 평가되기도 하죠.
"
, ,
상세정보(카페),울산 라 메르 판지 궁금,"오션뷰라 경치가 좋고, 맛있는 빵이 많아요."
상세정보(카페),울산 농도 궁금,산으로 둘러싸이고 한옥으로 지어져서 마음의 안정을 취할 수 있어요.
상세정보(카페),울산 AOP 궁금,아름다운 산과 바다 그리고 하늘을 볼 수 있어요. 15년간 커피를 제조한 노하우를 가지고 있어 커피 맛 또한 훌륭하답니다.
상세정보(카페),울산 감마 궁금,도심 속 아름다운 인테리어와 함께 특색 있는 음료와 디저트가 있어요.
,,
상세정보(마을),울산 장생포고래문화마을 궁금,"장생포옛마을은 70년대 생활모습을 재현한 곳이에요 옛날교복대여할수도 있어서
교복입고 기념촬영 사진찍는 사람도 많고, 추억의도시락, 추억의교실, 말뚝박이, 고무줄놀이등등
옛날모습들이 잘 표현되어있어요.
그리고 흰고래수염,대왕고래,범고래,돌고래등
고래종류별로 설명과 고래조각상이 있는곳이에요, 장생포고래문화마을에서 가장 높은곳이라
장생포지역을 한눈에 내려다볼수있어요*.*"
상세정보(마을),울산 쇠평어린이마을 궁금,"쇠평공원은 크게 어린이 시설이 집중되어있는 상단 공원과 바베큐장과 잔디밭이 있는 하단 공원으로 크게 나누어져요.
상단 공원엔 복합 미끄럼틀이 있는 놀이터,무료로 운영되는 레일 썰매 등이 있고
하단 공원에는 잘 정비된 잔디 밭과 산책로가 있는 공원이 있어요."
,,
상세정보(산),울산 천황산  궁금,"산세가 수려하여 삼남금강이라 부르며, 인근 일대의 해발고도 1,000m 이상의 준봉들로 이루어진 영남알프스 산군에 속하는 산이고
천황산 정상에 올라가면 있는 사자봉은 사방으로 파노라마 조망이 가능헤서 정상석 옆으로 둥그렇게 돌탑이 쌓여있는 것이 특징이에요
날이 좋으면 운문산, 가지산, 신불산 등 영남알프스 산군을 조망할 수 있지만 날이 흐린 날에는 조망할 수 없는게 단점이에요 ㅠㅠ"
상세정보(산),울산 고헌산 궁금,"고헌산은 상북면과 언양읍 두서면의 경계를 이루고 있는 해발 1,033m의 높은 산이에요. 
우리나라에서는 예로부터 도성이나 각 고을을 진압하는 주산을 진산이라 하였는데요 
울산도호부의 진산은 무룡산이었으며 언양현의 진산은 이 고헌산이었어요."
상세정보(산),울산 신불산 궁금,"신불산은 간월산, 영축산, 능동산, 재약산, 가지산, 운문산등과 함께 해발 1,000m가 넘는 준봉이 
영남알프스를 이루는 웅장한 산세로 겨울이면 눈덮인 고봉들의 모습이 알프스의 모습과 같아 영남 알프스로 불리고 있어요."
상세정보(산),울산 가지산 궁금,"해발 1000m가 넘는 산군이 알프스 풍광과 버금간다 하여 붙여진 영남알프스중 가장 높고, 풍광이 수려하여 사계절 두루 인기가 있으며
억새가 만개하는 10-11월 억새산행으로 많이 찾아요."
상세정보(산),울산 간월재 억새 군락지 궁금,"가을 간월재는 전국 5대 억새 군락지 중 한 곳으로 넓이가 약 10만평에 이르러 평원이 온통 억새로 뒤덮인 장관을 연출하며
숨을 고른 뒤, 억새밭 사이로 놓인 데크길을 따라 걸으면 은빛 바다에 풍덩 빠진 기분을 느낄 수 있어요."
,,
상세정보(폭포),울산 파래소폭포 궁금,"파래소폭포라는 명핑은 옛날 기우제를 지내면 바라는 소원이 이루어진다는 의미의 바새로에서 유래되었다고 해요! 
파래소 폭포는 폭포수가 떨어져 시원한 계곡 물소리를 들을 수 있는 걷기 좋은 자연탐방로가 이어져요, 또한 물놀이를 즐기기 좋은 곳이 많아 계곡물에 발 담그며 더운 여름 날을 시원하게 보낼 수 있어요!"
상세정보(폭포),울산 홍류폭포 궁금,떨어지는 폭포의 높이가 약 33m나 되는데 이 폭포수는 흩어져서 봄에는 무지개가 서리며 겨울에는 고드름이 절벽에 매달리고 위에서 흩어져 내리는 물은 아래에서 눈이 되어 희게 쌓여 아름다워요.
,,
상세정보(축제),울산 장미축제 궁금,"울산대공원 장미 축제는 사랑 향기가 가득한 행복도시, 울산을 대표하는 울산대공원 장미축제에요. 울산대공원 장미원에서 열려요"
상세정보(축제),울산 궁거랑 벚꽃 한마당 궁금,"궁거랑 벚꽃 한마당은 벚꽃 개화기인 3,4월에 열리는 행사에요. 남구 무거 생태하천 일대에서 진행되고 있어요"
